"feunlpt","Nova University of Lisbon"
"feunmar","National University of Misiones"
"feunmmx","National Autonomous University of Mexico"
"feunpid","Padang State University"
"feunppy","National University of Pilar"
"feunrar","National University of Rosario"
"feunsar","Saint Thomas Aquinas University of the North"
"feunsid","Sebelas Maret University"
"feuntro","Nicolae Titulescu University"
"feuorsv","University of the East"
"feuovza","University of the Free State"
"feupaax","University of Applied Sciences"
"feupbbo","Bolivian Private University"
"feupbco","Bolivar Pontifical University"
"feupcpe","Peruvian University for Applied Sciences"
"feupfbr","University of Passo Fundo"
"feupgro","Petroleum and Gas University of Ploiesti"
"feupiid","Putra Indonesia YPTK University"
"feupmmy","University of Agriculture Malaysia"
"feupnid","National Education University"
"feuprcu","University of Pinar del Rio"
"feupsid","Pancasakti University"
"feuptpe","Private University of Tacna"
"feupval","Pavaresia University of Vlore"
"feurbit","University of Urbino"
"feuriid","Riau University"
"feurles","Ramon Llull University"
"feurves","Rovira I Virgili University of Tarragon"
"feusbco","San Buenaventura University"
"feusbir","University of Sistan and Baluchestan"
"feuscco","Santiago de Cali University"
"feusces","University of Santiago de Compostela"
"feusimy","Islamic University of Science Malaysia"
"feuskid","Syiah Kuala University"
"feusmid","University of Semarang"
"feusmma","Sidi Mohamed Ben Abdellah University"
"feusmmd","State University of Moldova"
"feuspbr","University of Sao Paulo"
"feusrid","Sam Ratulangi University"
"feustmk","State University of Tetova"
"feusuid","University of North Sumatra"
"feusvro","Stefan cel Mare University of Suceava"
"feuszhu","University of Szeged"
"feutbco","Bolivar Technological University"
"feutbcz","Tomas Bata University in Zlin"
"feutcsk","University of Zilina"
"feuteec","Equinoxial Technological University"
"feutmmk","University of Tourism and Management"
"feutmro","Titu Maiorescu University"
"feutobo","Technical University of Oruro"
"feutoco","University of Tolima"
"feutrza","Walter Sisulu University"
"feuttro","Petru maior University"
"feuvanl","University of Amsterdam"
"feuvtbg","St. Cyril and St. Methodius University of Veliko Tarnovo"
"feuvtro","Western University"
"feuwcza","University of the Western Cape"
"feuyacm","University of Yaounde II Soa"
"fevalro","Valahia University"
"feverit","University of Verona"
"fevermx","Veracruzan University"
"fevguvn","Vietnamese German University"
"fevloal","University of Vlora Ismail Qemali"
"fevmuvn","Vietnam Maritime University"
"fevnavn","Vietnam National University of Agriculture"
"fevsbcz","VSB-Technical University Ostrava"
"fevszcz","Czech University of Agriculture"
"fevubbe","Brussels Free University"
"fewakjp","Wakayama University"
"fewaruk","University of Warwick"
"fewasjp","Waseda University"
"fewidid","Widyagama University"
"fewijid","Wijaya Kusuna University"
"fewimid","Widya Mandala Catholic University"
"fewinus","Winthrop University"
"fewsgch","University of St. Gallen"
"fewuwat","WU Vienna University of Economics and Business"
"fewvunl","VU University Amsterdam"
"fexhuua","Univeristy of Humanities "Zaporizhia Institute of State and Municipial Government" (ZISMG)"
"feyarid","Yarsi University"
"feycujp","Yokohama City University"
"feyokjp","Yokohama National University"
"fezares","University of Zaragoza"
"fezcucz","University of West Bohemia"
"fezkmal","Catholic University Our Lady of Good Counsel"
"feznuua","Zaporizhzhya National University"
"ffabakz","Abai University"
"ffarmfr","Foundation for World Agriculture and Rurality"
"ffartro","Artifex University"
"ffasero","Bucharest Academy of Economic Studies"
"ffauuru","Uljanovsk State University"
"ffbolit","University of Bologna"
"ffbouvn","Ho Chi Minh City Open University"
"ffcgvza","Government of South Africa"
"ffcitmo","City University of Macao"
"ffcituk","City University"
"ffeauru","Amur State University"
"ffextco","Externado University"
"ffmiaru","International Academy of Business and Banking"
"ffmturu","Murmansk State Technical University"
"fformit","FORMIT Foundation"
"ffphdua","Hryhorii Skovoroda University in Pereiaslav"
"ffrbaus","Federal Reserve Bank of Atlanta"
"ffrbdus","Federal Reserve Bank of Dallas"
"fftarmy","Tunku Abdul Rahman University"
"fftubde","Technical University of Berlin"
"ffucdro","Dimitrie Cantemir Christian University"
"ffuevbg","University of Economics"
"ffunnru","Nizniy Novgorod State University"
"ffuqnvn","University of Quy Nhon"
"ffuspro","Spiru Haret University"
"ffutmro","Titu Maiorescu University"
"ffvsecz","University of Economics Prague"
"ffweebg","University of National and World Economy"
"fgbmsus","Missouri State University"
"fgbrkus","University of California-Berkeley"
"fgchujp","Chuo University"
"fgdaait","Giordano Dell'Amore Foundation"
"fghalde","University of Halle"
"fgm6pma","Mohammed VI Polytechnic University"
"fgnsgch","University of St. Gallen"
"fgrazat","University of Graz"
"fgseklb","Holy Spirit University of Kaslik"
"fgtubde","Technical University of Berlin"
"fguclus","University of California-Los Angeles (UCLA)"
"fgufaam","French University in Armenia"
"fgusjlb","Saint Joseph University"
"fguvanl","University of Amsterdam"
"fhahsdk","Frederikshavn Business College"
"fhbovde","Federal University of Applied Administrative Sciences"
"fhcamuk","University of Cambridge"
"fhcugcn","China University of Geosciences"
"fhfaaus","Government of the United States"
"fhmkwde","HMKW University of Applied Sciences"
"fhoevde","University of Applied Sciences for Public Administration"
"fhsgwat","University of Applied Scienes of the Chamber of Commerce"
"fhvieat","University College of Banking anf Finance"
"fhwbede","Berlin School of Economics and Law"
"fiagdhu","Andrássy Gyula German Speaking University"
"fianyus","New York University (NYU)"
"fiasero","Bucharest Academy of Economic Studies"
"fibsbde","Institute for Education and Socio-Economic Research and Consulting"
"fidegni","International Foundation Global Economic Challenge"
"fidgvbd","Government of Bangladesh"
"fidgvfk","Goverment of the Falkland Islands"
"fidhvde","German University for Administrative Sciences Speyer"
"fidnuua","Oles Honchar Dnipro National University"
"fidsuua","Oles Honchar Dnipro National University"
"fieafru","Russian Academy of Foreign Trade"
"fieatru","Altajsky Technical State University"
"fieffse","Trade Union Institute for Economic Research"
"fiektru","Kuban State Technological University"
"fiellar","Foundation for Economic Research on Latin America"
"fielsru","Sybir State University of Transport"
"fiemiru","Moscow State Technical University "Stankin""
"fiethch","Federal Institute of Technology Zurich"
"fifntua","Ivano Frankivsk National Technical University of Oil and Gas"
"figakjp","Gakushuin University"
"fihohde","University of Hohenheim"
"fijrcit","European Commission"
"fikoede","University of Cologne"
"fikubnl","Tilburg University"
"filunse","Lund University"
"fimcgla","Government of Laos"
"fimsktr","Mugla Sitki Kocman University"
"finerru","Plekhanov Russian University of Economics"
"fingvca","Government of Canada"
"fingvcv","Government of Cabo Verde"
"fingvfo","Government of Faroes"
"fingvit","Government of Italy"
"fingvlb","Government of Lebanon"
"fingvli","Government of Liechtenstein"
"fingvlt","Government of Lithuania"
"fingvmo","Government of Macao"
"fingvno","Government of Norway"
"fingvph","Government of the Philippines"
"fingvpr","Government of Puerto Rico"
"fingvse","Government of Sweden"
"fingvsv","Government of El Salvador"
"fingvvi","Government of the United States Virgin Islands"
"finnwea","Finans Network"
"finslar","National University of San Luis"
"finthmk","Finance Think - Economic Research and Policy Institute"
"finvgus","Government of Nevada"
"fipeebr","Foundation Institute of Economic Research"
"fipgvnp","Government of Nepal"
"firauro","Romanian American University"
"firssea","Financial Intermediation Research Society - FIRS"
"fisgvmv","Government of the Maldives"
"fisgvvg","Government of the British Virgin Islands"
"fisprth","Fiscal Policy Research Institute Foundation"
"fisurpe","Scientific University of the South"
"fitaaea","Federation of International Trade Associations - FITA"
"fitakjp","Takushoku University"
"fitecil","Israel Institute of Technology (Technion)"
"fitinar","FIT Institute"
"fiudeus","University of Delaware"
"fiumtgh","University of Mines and Technology"
"fiunijp","University of Niigata Prefecture"
"fiunipe","National Engneering University"
"fiupaus","University of Pennsylvania"
"fiutsau","Financial Integrity Research Network (FIRN)"
"fivbait","Ivano Barberini Foundation"
"fivfubg","Varna Free University"
"fjendtn","University of Jendouba"
"fjmggbr","Government of Minas Gerais"
"fjrgvis","Government of Iceland"
"fjum5ma","Mohammed V University"
"fkumkmy","Malaysian University of Kelantan"
"flacscr","Latin-American Faculty of Social Sciences"
"flarbco","Latin American Reserve Fund"
"flchijp","Chiba University"
"fleinit","Luigi Einaudi Foundation"
"flillfr","University of Lille"
"flkgsjp","Kagoshima University"
"fltubde","Technical University of Berlin"
"flugres","University of Granada"
"fmaaaea","Financial Management Association - FMA"
"fmagvli","Government of Liechtenstein"
"fmamait","Manlio Masi Foundation"
"fmartro","Artifex University"
"fmarwin","Marwadi Education Foundation's Group of Institutions"
"fmasero","Bucharest Academy of Economic Studies"
"fmatitr","Atilim University"
"fmatuir","Allameh Tabataba'i University"
"fmautir","University of Tehran"
"fmbaujo","Al-Balqa' Applied University"
"fmbktru","Kazan State Technical University"
"fmbocde","Hans Böckler Foundation"
"fmbouuk","Bournemouth University"
"fmcalng","University of Calabar"
"fmcenus","Financial Markets Center"
"fmciitn","Monplaisir Private University"
"fmcmblk","University of Colombo"
"fmcoamx","Autonomous University of Coahulia"
"fmcscus","Coppin State University"
"fmcspus","California State Polytechnic University"
"fmdlucn","Dalian University of Technology"
"fmdraru","Rostov State University of Economics"
"fmdtsru","Tula State University"
"fmeagru","State Academy of Petroleum and Gas"
"fmeling","Elizade University"
"fmemtru","Murmansk State Technical University"
"fmffmde","Goethe University Frankfurt"
"fmfgvba","Government of Bosnia and Herzegovina"
"fmfgvng","Government of Nigeria"
"fmgonet","University of Gondar"
"fmgovdk","Government of Denmark"
"fmguceg","German University"
"fmhaiil","University of Haifa"
"fmhauvn","Hanoi University"
"fmhseru","National Research University Higher School of Economics"
"fmiauir","Islamic Azad University"
"fmicfin","ICFAI University"
"fmigvlv","Government of Latvia"
"fmiiupk","International Islamic University"
"fmilebo","Milenio Foundation"
"fmilmpk","ILMA University"
"fmiusba","International University of Sarajevo"
"fmjfnlk","University of Jaffna"
"fmkaspk","Khadim Ali Shah Bukhari Institute of Technology (KASBIT)"
"fmkkuth","Khon Kaen University"
"fmkomsk","Comenius University"
"fmkupsi","University of Primorska"
"fmletca","University of Lethbridge"
"fmlseuk","London School of Economics (LSE)"
"fmlsung","Lagos State University"
"fmmcgca","McGill University"
"fmmettr","Middle East Technical University"
"fmmguru","Moscow State University for Food Production (MGUPP)"
"fmmmumy","Multimedia University"
"fmmodit","University of Modena and Reggio Emilia"
"fmmsaeg","October University for Modern Sciences and Arts"
"fmndung","Niger Delta University"
"fmnluin","National Law University"
"fmonaua","National University of Ostroh Academy"
"fmooung","Olabisi Onabanjo University"
"fmpolfr","Polytechnic School"
"fmpresk","Presov University"
"fmpsuth","Prince of Songkla University"
"fmqazir","Qazvin Islamic Azad University"
"fmrauro","Romanian American University"
"fmrsung","Rivers State University of Science and Technology"
"fmsablk","Sabaragamuwa University of Sri Lanka"
"fmsastn","Private Faculty of Management and Adminitrative Sciences of Sousse"
"fmshsru","National Research University Higher School of Economics"
"fmsjplk","University of Sri Jayewardenepura"
"fmskuth","Kasetsart University"
"fmsnsro","National University of Political Studies and Public Administration"
"fmssgch","University of St. Gallen"
"fmsubbz","University of Belize"
"fmtrinp","Tribhuvan University"
"fmtubcz","Brno Technical University"
"fmtubde","Technical University of Berlin"
"fmuagro","University of Agronomical Sciences and Veterinary Medecine"
"fmucdro","Dimitrie Cantemir Christian University"
"fmuctus","University of Connecticut"
"fmudein","University of Delhi"
"fmudgme","Univerzitet Donja Gorica"
"fmuevbg","University of Economics"
"fmufbro","University for Finance and Banking"
"fmulmde","University of Ulm"
"fmusayu","University of Applied Sciences in Ferizaj"
